1.385349631,0.57973876
1.415423483,0.581501198
1.445497335,0.582599083
1.475571186,0.583188779
1.505645038,0.584071661
1.535718889,0.585130454
1.565792741,0.585896061
1.595866592,0.586661668
1.625940444,0.58727091
1.656014295,0.587801969
1.686088147,0.588137571
1.716161999,0.588434081
1.74623585,0.589043323
1.776309702,0.589515744
1.806383553,0.589753618
1.836457405,0.590284676
1.866531256,0.590366184
1.896605108,0.590604057
1.926678959,0.590314196
1.952651831,0.590502974
1.992294636,0.592546107
2.022368487,0.592002152
2.052442339,0.591810019
2.066731185,0.591011454
2.071325121,0.594079778
2.08251619,0.592165167
2.096591772,0.590814713
2.112590042,0.592618043
2.132194781,0.594046946
2.142663893,0.59201545
2.162055369,0.590418133
2.172737745,0.592096958
2.202811596,0.5927062
2.232885448,0.592768161
2.2629593,0.592693303
2.293033151,0.592872539
2.310898914,0.593372525
2.31480376,0.591058286
2.321694665,0.588345038
2.327389433,0.591086751
2.335476475,0.594298572
2.353180854,0.593661017
2.383254706,0.593722979
2.413328557,0.593530846
2.443402409,0.593690537
2.47347626,0.593674316
2.503550112,0.593208543
2.533623964,0.593172776
2.563697815,0.593801564
2.593771667,0.593785343
2.622205126,0.593469002
2.627650841,0.58933608
2.634035832,0.584818918
2.643270225,0.591603661
2.643270225,0.589074766
2.653463705,0.593950232
2.683993221,0.594264414
2.714067073,0.593700913
2.744140924,0.593000592
2.774214776,0.592828005
2.804288628,0.593007241
2.834362479,0.592893291
2.863752834,0.592946935
2.893038036,0.593006482
2.916382074,0.592622322
2.934985198,0.591446317
2.941876103,0.589274976
2.94647004,0.586021062
2.950556906,0.578814444
2.954103222,0.585716511
2.957220998,0.592568044
2.967957926,0.59691606
2.987465723,0.594784828
3.017539575,0.593810867
3.047613427,0.594066115
3.077687278,0.59348524
3.10776113,0.593219811
3.137834981,0.59284688
3.167908833,0.592576565
3.197982684,0.591973973
3.227031291,0.592126886
3.245075917,0.593988593
3.251966822,0.589288356
3.256560759,0.584589359
3.262231367,0.578912102
3.26769934,0.572781572
3.270342569,0.582233666
3.271491053,0.58674893
3.272639537,0.591264195
3.27677408,0.596319756
3.28280549,0.59266234
3.285774029,0.587989245
3.293082555,0.593420793
3.297906188,0.59775344
3.307094061,0.592329424
3.311579824,0.595477253
3.327766776,0.600988771
3.343339633,0.599590247
3.372957821,0.598173315
3.403031672,0.597855221
3.433105524,0.597144041
3.463179375,0.596639177
3.493253227,0.596388408
3.523327078,0.596000818
3.552033937,0.594710791
3.558845159,0.590091509
3.565094571,0.58499761
3.569494606,0.580086005
3.578136319,0.571229527
3.579284804,0.57700924
3.580433288,0.584775941
3.582553955,0.589955309
3.589398419,0.595859716
3.595363582,0.599941259
3.605932528,0.602868464
3.619481749,0.604986041
3.635420525,0.601530431
3.653647102,0.599412921
3.679164309,0.598731346
3.709238161,0.597796477
3.739312012,0.597232976
3.769385864,0.596845386
3.799459715,0.596203702
3.829533567,0.595952933
3.861657908,0.594641424
3.869955567,0.587493311
3.874445229,0.584075453
3.874445229,0.581185287
3.874445229,0.574140507
3.874445229,0.569985894
3.875593713,0.577752595
3.879251166,0.565721788
3.885234405,0.571832149
3.887429053,0.576890698
3.888669585,0.580297312
3.889266627,0.584425044
3.891572074,0.59026343
3.896789635,0.598001793
3.900860364,0.603931096
3.91094561,0.608951165
3.920384595,0.604281836
3.929519359,0.600989264
3.946487434,0.5978256
3.974434852,0.596128871
4.004508703,0.595545824
4.034582555,0.595099597
4.064656406,0.594340639
4.094730258,0.593620773
4.12480411,0.593233183
4.154877961,0.592513316
4.172648873,0.591858723
